date,Value
1989-01-01,1.411
1989-02-01,1.433
1989-03-01,1.446
1989-04-01,1.436
1989-05-01,1.45
1989-06-01,1.461
1989-07-01,1.482
1989-08-01,1.446
1989-09-01,1.455
1989-10-01,1.474
1989-11-01,1.469
1989-12-01,1.463
1990-01-01,1.47
1990-02-01,1.449
1990-03-01,1.447
1990-04-01,1.469
1990-05-01,1.466
1990-06-01,1.463
1990-07-01,1.478
1990-08-01,1.463
1990-09-01,1.493
1990-10-01,1.5
1990-11-01,1.522
1990-12-01,1.531
1991-01-01,1.546
1991-02-01,1.535
1991-03-01,1.533
1991-04-01,1.502
1991-05-01,1.482
1991-06-01,1.487
1991-07-01,1.467
1991-08-01,1.471
1991-09-01,1.472
1991-10-01,1.474
1991-11-01,1.48
1991-12-01,1.504
1992-01-01,1.471
1992-02-01,1.465
1992-03-01,1.461
1992-04-01,1.454
1992-05-01,1.464
1992-06-01,1.454
1992-07-01,1.438
1992-08-01,1.464
1992-09-01,1.443
1992-10-01,1.437
1992-11-01,1.437
1992-12-01,1.42
1993-01-01,1.42
1993-02-01,1.428
1993-03-01,1.446
1993-04-01,1.442
1993-05-01,1.441
1993-06-01,1.432
1993-07-01,1.438
1993-08-01,1.432
1993-09-01,1.426
1993-10-01,1.419
1993-11-01,1.417
1993-12-01,1.413
1994-01-01,1.413
1994-02-01,1.406
1994-03-01,1.384
1994-04-01,1.393
1994-05-01,1.403
1994-06-01,1.398
1994-07-01,1.41
1994-08-01,1.384
1994-09-01,1.393
1994-10-01,1.39
1994-11-01,1.383
1994-12-01,1.381
1995-01-01,1.386
1995-02-01,1.397
1995-03-01,1.405
1995-04-01,1.422
1995-05-01,1.415
1995-06-01,1.407
1995-07-01,1.427
1995-08-01,1.401
1995-09-01,1.407
1995-10-01,1.413
1995-11-01,1.401
1995-12-01,1.393
1996-01-01,1.413
1996-02-01,1.4
1996-03-01,1.394
1996-04-01,1.389
1996-05-01,1.378
1996-06-01,1.384
1996-07-01,1.379
1996-08-01,1.377
1996-09-01,1.374
1996-10-01,1.37
1996-11-01,1.363
1996-12-01,1.372
1997-01-01,1.371
1997-02-01,1.349
1997-03-01,1.346
1997-04-01,1.357
1997-05-01,1.365
1997-06-01,1.355
1997-07-01,1.349
1997-08-01,1.359
1997-09-01,1.355
1997-10-01,1.369
1997-11-01,1.36
1997-12-01,1.37
1998-01-01,1.374
