date,PTECON
1989-01-01,4.096766350595672
1989-02-01,3.9809964672919964
1989-03-01,3.952867472226054
1989-04-01,4.0852992352203295
1989-05-01,3.9660171372110726
1989-06-01,4.007419654018307
1989-07-01,3.9720248130550875
1989-08-01,3.9366654317607073
1989-09-01,3.8928871103078815
1989-10-01,3.8185023870671677
1989-11-01,3.85118383786516
1989-12-01,3.8691695382218048
1990-01-01,3.85908307041873
1990-02-01,3.825471322886007
1990-03-01,3.860064705368002
1990-04-01,3.9323830671155364
1990-05-01,3.962094794786049
1990-06-01,4.271618898967135
1990-07-01,4.196226895301117
1990-08-01,4.258274466227478
1990-09-01,4.26079496711467
1990-10-01,4.3446168498749955
1990-11-01,4.356309986515428
1990-12-01,4.517924244105849
1991-01-01,4.338851177007661
1991-02-01,4.7381368036819556
1991-03-01,4.802040589996673
1991-04-01,4.949110219047318
1991-05-01,4.7964747654070505
1991-06-01,4.833334652618914
1991-07-01,4.875786736845443
1991-08-01,4.898929845422117
1991-09-01,5.082510856691671
1991-10-01,5.041771292304291
1991-11-01,5.1262420975367196
1991-12-01,5.096159919156193
1992-01-01,5.180691649444841
1992-02-01,5.149873827698161
1992-03-01,5.118178113538761
1992-04-01,5.0781830555142715
1992-05-01,5.112434533519618
1992-06-01,5.030398804287749
1992-07-01,5.062887455955447
1992-08-01,5.042258558621601
1992-09-01,4.988288028886935
1992-10-01,5.1356755659006765
1992-11-01,5.160345995437594
1992-12-01,5.023569861692363
1993-01-01,4.825545171339564
1993-02-01,5.1588846159834345
1993-03-01,4.912984649839033
1993-04-01,5.121943632178187
1993-05-01,5.061734125510583
1993-06-01,5.127075750902164
1993-07-01,5.177863474423673
1993-08-01,5.154336941343476
1993-09-01,5.086332270940991
1993-10-01,4.9207782485548694
1993-11-01,4.818403990409449
1993-12-01,4.841428032722543
1994-01-01,3.7880180097399614
1994-02-01,3.579272819107822
1994-03-01,3.75
1994-04-01,3.6380061399009342
1994-05-01,3.697841396554493
1994-06-01,3.6886972373067
1994-07-01,3.448091112267704
1994-08-01,3.320510378975433
1994-09-01,3.2962768507316187
1994-10-01,3.394461986883653
1994-11-01,3.387645859080604
1994-12-01,3.3648854499018577
1995-01-01,3.445977673094109
1995-02-01,3.328161071793513
1995-03-01,3.369213068095801
1995-04-01,3.3396183724262762
1995-05-01,3.4228030124913733
1995-06-01,3.402072012671563
1995-07-01,3.351896209093039
1995-08-01,3.4102587353403457
1995-09-01,3.453710476506474
1995-10-01,3.3620663672805087
1995-11-01,3.3850121404979867
1995-12-01,3.346137301808907
1996-01-01,3.0328165530554383
1996-02-01,3.3245080931463984
1996-03-01,3.325574410572158
1996-04-01,3.346101087632768
1996-05-01,3.237149034541061
1996-06-01,3.225203258113495
1996-07-01,3.2453605790712223
1996-08-01,3.2755456756232566
1996-09-01,3.257629260677248
1996-10-01,3.2404147612306464
1996-11-01,2.9813268941610436
1996-12-01,3.2306291770592024
1997-01-01,3.0925171273328607
1997-02-01,3.1329394387001477
1997-03-01,3.025954625398297
1997-04-01,3.2319727090930477
1997-05-01,2.962114032574439
1997-06-01,2.9351520802284687
1997-07-01,2.960205748954036
1997-08-01,2.963738306811694
1997-09-01,2.9295774647887325
1997-10-01,2.9077894798474744
1997-11-01,2.8927942991070448
1997-12-01,2.8055849221683493
1998-01-01,2.8607899631642293
1998-02-01,2.8195927417002156
1998-03-01,2.811944387769973
1998-04-01,2.752460809332847
1998-05-01,2.7130710770753868
1998-06-01,2.7398057546106
1998-07-01,2.758961537343373
1998-08-01,2.5710547357708804
1998-09-01,2.493383278133723
1998-10-01,2.4826618647806247
