Date,0
1990-07-01,22.8
1995-07-01,32.3
2000-07-01,34.1
2001-07-01,36.8
2002-07-01,40.4
2003-07-01,43.0
2004-07-01,44.5
2005-07-01,45.8
2006-07-01,45.6
2007-07-01,45.6
2008-07-01,47.2
2009-07-01,50.9
2010-07-01,54.0
2011-07-01,56.2
2012-07-01,58.1
2013-07-01,59.1
2014-07-01,66.8
2015-07-01,71.5
2016-07-01,73.5
2017-07-01,74.0
2018-07-01,73.4
2019-07-01,72.7
2020-07-01,76.2
2021-07-01,84.7
2022-01-01,87.257643
2022-02-01,87.692646
2022-03-01,88.177069
2022-04-01,88.605281
2022-05-01,89.089762
2022-06-01,89.56604
2022-07-01,90.069484
2022-08-01,90.639126
2022-09-01,91.157934
2022-10-01,91.6195
2022-11-01,92.157704
2022-12-01,92.646178
2023-01-01,93.304041
2023-02-01,93.737278
2023-03-01,94.15843
2023-04-01,94.458488
2023-05-01,94.060545
2023-06-01,92.926458
2023-07-01,91.521722
